day,job_name,creation_time,distance_unit,included_speed_limits,network_name,zone_id,probe_source,map_version,date_range_id,date_range_name,date_from,date_to,time_set_id,time_set_name,time_set_days,time_set_times,segment_id,new_segment_id,street_name,frc,speed_limit,distance_m,geometry_wkt,harmonic_avg_speed,average_speed,median_speed,speed_stddev,sample_size,normalized_sample_size,average_travel_time,median_travel_time,travel_time_stddev,travel_time_ratio,p5,p10,p15,p20,p25,p30,p35,p40,p45,p50,p55,p60,p65,p70,p75,p80,p85,p90,p95
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951688192,1285520202951688192,New Patparganj Road,3,70,18.88,"LINESTRING(77.27753 28.62911,77.27758 28.62906,77.27765 28.62898)",25.9,28.7,29.6,8.2,75,0.1037,2.63,2.3,1.0,1.03,15,17,21,21,23,25,26,27,28,30,30,31,32,33,34,36,37,39,42
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951688192,1285520202951688192,New Patparganj Road,3,70,18.88,"LINESTRING(77.27753 28.62911,77.27758 28.62906,77.27765 28.62898)",26.9,29.5,29.6,7.7,62,0.0822,2.53,2.3,0.97,0.83,17,19,22,24,25,27,28,28,29,30,30,32,33,33,34,35,37,38,41
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951688192,1285520202951688192,New Patparganj Road,3,70,18.88,"LINESTRING(77.27753 28.62911,77.27758 28.62906,77.27765 28.62898)",29.5,31.6,30.8,7.9,47,0.079,2.31,2.21,0.68,0.85,19,20,25,26,26,27,28,29,30,31,32,33,34,35,38,39,40,41,42
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202954178560,1285520202954178560,Geeta Colony Road,2,45,344.34,"LINESTRING(77.27125 28.62887,77.27117 28.62908,77.27113 28.62918,77.27108 28.62928,77.271 28.62936,77.27091 28.62943,77.27081 28.62948,77.2707 28.62953,77.27058 28.62955,77.27046 28.62956,77.27034 28.62955,77.27023 28.62952,77.27012 28.62947,77.27002 28.62941,77.26994 28.62934,77.26987 28.62925,77.26981 28.62916,77.26978 28.62906,77.26976 28.62896,77.26977 28.62885,77.26979 28.62875,77.26983 28.62865,77.26989 28.62856,77.26997 28.62848,77.27006 28.62841,77.27017 28.62836,77.27028 28.62832,77.27054 28.62824)",38.7,39.4,38.4,5.3,50,0.065,32.05,32.28,4.26,0.89,32,33,35,35,36,36,37,37,38,38,40,40,41,41,42,44,45,46,51
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202954178560,1285520202954178560,Geeta Colony Road,2,45,344.34,"LINESTRING(77.27125 28.62887,77.27117 28.62908,77.27113 28.62918,77.27108 28.62928,77.271 28.62936,77.27091 28.62943,77.27081 28.62948,77.2707 28.62953,77.27058 28.62955,77.27046 28.62956,77.27034 28.62955,77.27023 28.62952,77.27012 28.62947,77.27002 28.62941,77.26994 28.62934,77.26987 28.62925,77.26981 28.62916,77.26978 28.62906,77.26976 28.62896,77.26977 28.62885,77.26979 28.62875,77.26983 28.62865,77.26989 28.62856,77.26997 28.62848,77.27006 28.62841,77.27017 28.62836,77.27028 28.62832,77.27054 28.62824)",38.7,39.4,38.7,5.2,62,0.0765,32.07,32.03,4.87,0.85,32,33,35,36,37,37,38,38,39,39,39,40,41,42,42,43,44,45,47
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202954178560,1285520202954178560,Geeta Colony Road,2,45,344.34,"LINESTRING(77.27125 28.62887,77.27117 28.62908,77.27113 28.62918,77.27108 28.62928,77.271 28.62936,77.27091 28.62943,77.27081 28.62948,77.2707 28.62953,77.27058 28.62955,77.27046 28.62956,77.27034 28.62955,77.27023 28.62952,77.27012 28.62947,77.27002 28.62941,77.26994 28.62934,77.26987 28.62925,77.26981 28.62916,77.26978 28.62906,77.26976 28.62896,77.26977 28.62885,77.26979 28.62875,77.26983 28.62865,77.26989 28.62856,77.26997 28.62848,77.27006 28.62841,77.27017 28.62836,77.27028 28.62832,77.27054 28.62824)",30.0,39.3,39.3,7.2,57,0.0788,41.34,31.54,74.13,1.18,30,33,35,36,36,37,37,38,39,39,40,42,42,43,45,45,46,46,47
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202954178560,1285520202954178560,Geeta Colony Road,2,45,344.34,"LINESTRING(77.27125 28.62887,77.27117 28.62908,77.27113 28.62918,77.27108 28.62928,77.271 28.62936,77.27091 28.62943,77.27081 28.62948,77.2707 28.62953,77.27058 28.62955,77.27046 28.62956,77.27034 28.62955,77.27023 28.62952,77.27012 28.62947,77.27002 28.62941,77.26994 28.62934,77.26987 28.62925,77.26981 28.62916,77.26978 28.62906,77.26976 28.62896,77.26977 28.62885,77.26979 28.62875,77.26983 28.62865,77.26989 28.62856,77.26997 28.62848,77.27006 28.62841,77.27017 28.62836,77.27028 28.62832,77.27054 28.62824)",36.9,39.2,39.8,6.6,69,0.0915,33.64,31.15,15.49,1.09,30,32,34,35,36,37,38,39,39,40,40,41,41,42,43,44,44,47,51
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202954178560,1285520202954178560,Geeta Colony Road,2,45,344.34,"LINESTRING(77.27125 28.62887,77.27117 28.62908,77.27113 28.62918,77.27108 28.62928,77.271 28.62936,77.27091 28.62943,77.27081 28.62948,77.2707 28.62953,77.27058 28.62955,77.27046 28.62956,77.27034 28.62955,77.27023 28.62952,77.27012 28.62947,77.27002 28.62941,77.26994 28.62934,77.26987 28.62925,77.26981 28.62916,77.26978 28.62906,77.26976 28.62896,77.26977 28.62885,77.26979 28.62875,77.26983 28.62865,77.26989 28.62856,77.26997 28.62848,77.27006 28.62841,77.27017 28.62836,77.27028 28.62832,77.27054 28.62824)",38.6,39.3,39.0,5.1,42,0.0706,32.11,31.79,4.32,1.0,31,34,34,35,35,36,37,38,39,39,41,42,42,42,43,43,44,45,49
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202981900288,1285520202981900288,Geeta Colony Road,2,60,233.89,"LINESTRING(77.27199 28.63052,77.27216 28.63024,77.27226 28.63014,77.27231 28.63005,77.27252 28.62971,77.27282 28.62926,77.27288 28.62918,77.27294 28.62908,77.27307 28.62889,77.2732 28.6287)",44.2,46.8,43.4,16.3,23,0.0299,19.05,19.4,3.54,0.86,36,36,37,39,40,40,43,43,43,43,45,46,47,48,49,49,49,51,52
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202981900288,1285520202981900288,Geeta Colony Road,2,60,233.89,"LINESTRING(77.27199 28.63052,77.27216 28.63024,77.27226 28.63014,77.27231 28.63005,77.27252 28.62971,77.27282 28.62926,77.27288 28.62918,77.27294 28.62908,77.27307 28.62889,77.2732 28.6287)",43.6,45.5,45.2,9.2,33,0.0407,19.33,18.63,4.47,0.81,27,39,40,41,41,42,42,43,45,45,47,47,47,48,50,51,54,54,57
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202981900288,1285520202981900288,Geeta Colony Road,2,60,233.89,"LINESTRING(77.27199 28.63052,77.27216 28.63024,77.27226 28.63014,77.27231 28.63005,77.27252 28.62971,77.27282 28.62926,77.27288 28.62918,77.27294 28.62908,77.27307 28.62889,77.2732 28.6287)",36.9,42.8,44.4,11.3,33,0.0456,22.81,18.96,15.23,1.04,22,26,31,36,39,40,41,44,44,44,47,47,48,50,51,52,52,54,59
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202981900288,1285520202981900288,Geeta Colony Road,2,60,233.89,"LINESTRING(77.27199 28.63052,77.27216 28.63024,77.27226 28.63014,77.27231 28.63005,77.27252 28.62971,77.27282 28.62926,77.27288 28.62918,77.27294 28.62908,77.27307 28.62889,77.2732 28.6287)",36.9,43.1,43.6,10.9,35,0.0464,22.83,19.31,17.65,1.01,20,34,37,37,38,40,41,42,42,44,44,45,45,46,48,48,52,54,64
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202981900288,1285520202981900288,Geeta Colony Road,2,60,233.89,"LINESTRING(77.27199 28.63052,77.27216 28.63024,77.27226 28.63014,77.27231 28.63005,77.27252 28.62971,77.27282 28.62926,77.27288 28.62918,77.27294 28.62908,77.27307 28.62889,77.2732 28.6287)",26.3,40.1,41.3,15.0,27,0.0454,32.06,20.39,52.08,0.5,19,24,28,33,34,36,37,38,41,41,42,44,44,44,47,47,48,53,54
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203107893248,1285520203107893248,AH1,1,60,217.47,"LINESTRING(77.24714 28.63479,77.24716 28.63416,77.24715 28.63356,77.24713 28.63324,77.24711 28.63298,77.24709 28.63283)",33.0,35.8,36.7,9.0,659,0.857,23.75,21.33,8.09,1.25,18,22,26,29,31,32,34,35,36,37,38,39,40,41,42,43,44,46,49
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203107893248,1285520203107893248,AH1,1,60,217.47,"LINESTRING(77.24714 28.63479,77.24716 28.63416,77.24715 28.63356,77.24713 28.63324,77.24711 28.63298,77.24709 28.63283)",35.6,38.0,38.8,8.5,655,0.8086,22.0,20.18,7.11,1.16,23,26,29,31,33,35,36,37,38,39,40,41,42,43,44,45,46,47,51
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203107893248,1285520203107893248,AH1,1,60,217.47,"LINESTRING(77.24714 28.63479,77.24716 28.63416,77.24715 28.63356,77.24713 28.63324,77.24711 28.63298,77.24709 28.63283)",36.1,37.8,38.2,7.5,626,0.8658,21.71,20.49,5.32,1.13,24,28,30,32,33,34,36,37,37,38,39,40,41,42,43,44,45,47,49
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203107893248,1285520203107893248,AH1,1,60,217.47,"LINESTRING(77.24714 28.63479,77.24716 28.63416,77.24715 28.63356,77.24713 28.63324,77.24711 28.63298,77.24709 28.63283)",36.6,38.3,38.5,7.7,678,0.8992,21.39,20.33,5.94,1.11,26,29,31,32,34,35,36,36,37,39,39,40,41,42,43,44,46,47,49
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203107893248,1285520203107893248,AH1,1,60,217.47,"LINESTRING(77.24714 28.63479,77.24716 28.63416,77.24715 28.63356,77.24713 28.63324,77.24711 28.63298,77.24709 28.63283)",36.6,38.4,38.6,7.6,581,0.9765,21.41,20.28,5.67,1.12,25,29,31,32,34,35,36,37,38,39,39,41,41,42,43,45,46,48,51
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203109793794,1285520203109793794,Vikas Marg,2,50,50.0,"LINESTRING(77.27713 28.63035,77.27753 28.63063)",17.3,22.8,23.4,9.3,111,0.1443,10.43,7.69,7.43,1.72,6,9,11,15,18,19,20,21,22,23,25,26,27,29,30,30,33,34,36
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203109793794,1285520203109793794,Vikas Marg,2,50,50.0,"LINESTRING(77.27713 28.63035,77.27753 28.63063)",18.4,23.9,23.8,8.6,149,0.184,9.77,7.56,8.15,1.2,8,10,16,17,19,20,21,22,23,24,26,27,28,30,31,32,33,34,36
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203109793794,1285520203109793794,Vikas Marg,2,50,50.0,"LINESTRING(77.27713 28.63035,77.27753 28.63063)",16.3,22.1,23.2,9.7,117,0.1618,11.03,7.76,8.0,1.63,6,8,9,12,15,17,19,20,22,23,24,25,27,28,29,30,32,35,38
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203109793794,1285520203109793794,Vikas Marg,2,50,50.0,"LINESTRING(77.27713 28.63035,77.27753 28.63063)",16.7,21.0,20.0,8.2,141,0.187,10.78,9.0,8.38,1.45,9,11,12,13,15,17,18,19,19,20,21,22,24,25,26,28,30,32,36
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203109793794,1285520203109793794,Vikas Marg,2,50,50.0,"LINESTRING(77.27713 28.63035,77.27753 28.63063)",15.0,22.2,22.6,10.0,87,0.1462,12.03,7.96,12.53,1.64,6,8,9,13,16,18,19,21,22,23,24,25,26,27,29,31,32,34,41
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203109793796,1285520203109793796,Vikas Marg,2,50,25.0,"LINESTRING(77.27753 28.63063,77.27773 28.63077)",17.6,23.8,24.9,10.5,111,0.1443,5.1,3.61,3.86,1.8,7,10,11,14,16,18,20,21,23,25,26,26,28,30,32,33,34,36,38
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203109793796,1285520203109793796,Vikas Marg,2,50,25.0,"LINESTRING(77.27753 28.63063,77.27773 28.63077)",19.2,25.0,25.9,9.4,151,0.1864,4.69,3.47,3.73,1.25,8,10,14,18,19,20,22,23,24,26,27,28,29,31,32,34,35,36,38
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203109793796,1285520203109793796,Vikas Marg,2,50,25.0,"LINESTRING(77.27753 28.63063,77.27773 28.63077)",14.3,22.0,21.5,11.3,117,0.1618,6.28,4.19,6.21,1.61,5,8,10,11,13,15,17,18,20,22,25,26,28,28,29,31,32,34,39
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203109793796,1285520203109793796,Vikas Marg,2,50,25.0,"LINESTRING(77.27753 28.63063,77.27773 28.63077)",16.1,21.1,21.2,9.4,144,0.191,5.59,4.25,3.82,1.47,7,10,11,13,15,16,17,19,20,21,22,22,23,25,27,29,32,35,38
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203109793796,1285520203109793796,Vikas Marg,2,50,25.0,"LINESTRING(77.27753 28.63063,77.27773 28.63077)",16.8,22.9,22.2,10.3,87,0.1462,5.35,4.05,4.14,1.22,7,8,11,13,15,18,20,21,21,22,24,25,27,29,31,32,34,36,42
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203109793798,1285520203109793798,Vikas Marg,2,50,28.98,"LINESTRING(77.27773 28.63077,77.27775 28.63078,77.27779 28.63079,77.27798 28.63092)",19.6,26.4,24.9,11.4,108,0.1404,5.34,4.19,4.67,1.55,8,11,16,18,19,20,22,23,24,25,27,28,31,32,33,37,38,41,45
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203109793798,1285520203109793798,Vikas Marg,2,50,28.98,"LINESTRING(77.27773 28.63077,77.27775 28.63078,77.27779 28.63079,77.27798 28.63092)",19.6,25.1,23.9,9.6,149,0.184,5.31,4.37,4.12,1.53,8,13,15,16,18,20,22,22,23,24,27,28,29,31,34,35,36,38,40
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203109793798,1285520203109793798,Vikas Marg,2,50,28.98,"LINESTRING(77.27773 28.63077,77.27775 28.63078,77.27779 28.63079,77.27798 28.63092)",16.1,22.7,20.9,12.1,116,0.1604,6.49,4.99,4.69,1.43,6,9,10,12,14,16,17,18,20,21,23,25,28,29,30,31,32,35,40
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203109793798,1285520203109793798,Vikas Marg,2,50,28.98,"LINESTRING(77.27773 28.63077,77.27775 28.63078,77.27779 28.63079,77.27798 28.63092)",15.6,21.1,20.1,10.2,144,0.191,6.67,5.19,4.62,1.37,7,9,10,11,14,15,16,17,19,20,21,23,24,25,28,30,32,36,38
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203109793798,1285520203109793798,Vikas Marg,2,50,28.98,"LINESTRING(77.27773 28.63077,77.27775 28.63078,77.27779 28.63079,77.27798 28.63092)",17.9,24.0,22.4,10.5,86,0.1445,5.82,4.66,4.09,0.97,8,8,11,14,18,19,21,21,22,22,25,26,27,30,32,34,35,38,42
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203110481920,1285520203110481920,,4,70,15.69,"LINESTRING(77.24726 28.63238,77.24726 28.63224)",0.0,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203110481920,1285520203110481920,,4,70,15.69,"LINESTRING(77.24726 28.63238,77.24726 28.63224)",38.9,38.9,38.9,0.0,1,0.0012,1.45,1.45,0.0,0.63,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203110481920,1285520203110481920,,4,70,15.69,"LINESTRING(77.24726 28.63238,77.24726 28.63224)",19.0,34.1,32.9,20.5,4,0.0055,2.97,1.72,3.19,2.31,7,7,7,7,7,33,33,33,33,33,40,40,40,40,40,57,57,57,57
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520203110481920,1285520203110481920,,4,70,15.69,"LINESTRING(77.24726 28.63238,77.24726 28.63224)",25.9,31.8,35.6,14.7,5,0.0066,2.18,1.59,1.12,1.19,17,17,17,17,17,17,17,17,36,36,36,36,41,41,41,41,49,49,49
